average,date,highest,lowest,order_count,volume,region_id,type_id,http_last_modified
20.02,2022-10-31,20.02,20.02,1,14285,10000001,18,2022-11-01T11:09:09Z
970,2022-10-31,970,970,4,11509,10000001,20,2022-11-01T11:09:09Z
2500,2022-10-31,2500,2500,1,7,10000001,22,2022-11-01T11:09:09Z
1.85,2022-10-31,1.85,1.85,41,48124790,10000001,34,2022-11-01T11:09:09Z
1.65,2022-10-31,1.65,1.65,37,16591693,10000001,35,2022-11-01T11:09:09Z
50.25,2022-10-31,50.25,50.25,50,4203956,10000001,36,2022-11-01T11:09:09Z
266.1,2022-10-31,266.2,264.2,42,1466941,10000001,37,2022-11-01T11:09:09Z
368.1,2022-10-31,368.1,368.1,38,131792,10000001,38,2022-11-01T11:09:09Z
1110,2022-10-31,1110,1110,12,8134,10000001,39,2022-11-01T11:09:09Z
2999,2022-10-31,2999,2999,18,11427,10000001,40,2022-11-01T11:09:09Z
375.51,2022-10-31,375.51,375.51,4,33748,10000001,43,2022-11-01T11:09:09Z
31,2022-10-31,31,31,4,16000,10000001,185,2022-11-01T11:09:09Z
37,2022-10-31,37,37,1,10000,10000001,190,2022-11-01T11:09:09Z
1200,2022-10-31,1200,1200,1,5000,10000001,202,2022-11-01T11:09:09Z
1059,2022-10-31,1059,1059,1,9000,10000001,203,2022-11-01T11:09:09Z
119,2022-10-31,119,119,1,10000,10000001,207,2022-11-01T11:09:09Z
90,2022-10-31,90,90,1,10000,10000001,208,2022-11-01T11:09:09Z
0.03,2022-10-31,0.03,0.03,1,100,10000001,212,2022-11-01T11:09:09Z
24,2022-10-31,24,24,1,1000,10000001,221,2022-11-01T11:09:09Z
28,2022-10-31,28,28,1,1000,10000001,222,2022-11-01T11:09:09Z
2000,2022-10-31,2000,2000,1,10,10000001,241,2022-11-01T11:09:09Z
14000,2022-10-31,14000,14000,1,3,10000001,246,2022-11-01T11:09:09Z
32880,2022-10-31,32880,32880,1,4,10000001,247,2022-11-01T11:09:09Z
25840,2022-10-31,25840,25840,2,2,10000001,377,2022-11-01T11:09:09Z
692500,2022-10-31,692500,692500,1,1,10000001,380,2022-11-01T11:09:09Z
644200,2022-10-31,644200,644200,1,1,10000001,394,2022-11-01T11:09:09Z
869200,2022-10-31,1082000,550000,4,5,10000001,400,2022-11-01T11:09:09Z
2629000,2022-10-31,2629000,2629000,1,1,10000001,438,2022-11-01T11:09:09Z
4393000,2022-10-31,4393000,4393000,1,1,10000001,440,2022-11-01T11:09:09Z
6739,2022-10-31,6739,6739,1,1,10000001,444,2022-11-01T11:09:09Z
500000,2022-10-31,500000,500000,1,1,10000001,448,2022-11-01T11:09:09Z
50000,2022-10-31,50000,50000,1,2,10000001,450,2022-11-01T11:09:09Z
1000000,2022-10-31,1000000,1000000,1,1,10000001,482,2022-11-01T11:09:09Z
10000,2022-10-31,10000,10000,1,3,10000001,483,2022-11-01T11:09:09Z
33675,2022-10-31,34000,33350,2,6,10000001,486,2022-11-01T11:09:09Z
800000,2022-10-31,800000,800000,1,2,10000001,527,2022-11-01T11:09:09Z
231133.33,2022-10-31,321700,50000,3,3,10000001,530,2022-11-01T11:09:09Z
2990,2022-10-31,2990,2990,1,1,10000001,561,2022-11-01T11:09:09Z
300000,2022-10-31,300000,300000,2,2,10000001,585,2022-11-01T11:09:09Z
150100,2022-10-31,150100,150100,1,1,10000001,594,2022-11-01T11:09:09Z
0.01,2022-10-31,0.01,0.01,1,1,10000001,601,2022-11-01T11:09:09Z
100,2022-10-31,100,100,1,1,10000001,603,2022-11-01T11:09:09Z
500000,2022-10-31,500000,500000,1,1,10000001,605,2022-11-01T11:09:09Z
10000000,2022-10-31,10000000,10000000,1,1,10000001,621,2022-11-01T11:09:09Z
7900000,2022-10-31,7900000,7900000,1,1,10000001,624,2022-11-01T11:09:09Z
150000000,2022-10-31,150000000,150000000,1,1,10000001,638,2022-11-01T11:09:09Z
2300000,2022-10-31,2600000,2000000,2,2,10000001,648,2022-11-01T11:09:09Z
2200000,2022-10-31,2200000,2200000,1,1,10000001,652,2022-11-01T11:09:09Z
3000000,2022-10-31,3200000,2800000,2,2,10000001,656,2022-11-01T11:09:09Z
2000000,2022-10-31,2000000,2000000,1,1,10000001,657,2022-11-01T11:09:09Z
25000,2022-10-31,25000,25000,1,1,10000001,672,2022-11-01T11:09:09Z
7800,2022-10-31,7800,7800,1,1,10000001,1197,2022-11-01T11:09:09Z
19.02,2022-10-31,19.02,19.02,6,19788,10000001,1224,2022-11-01T11:09:09Z
152.6,2022-10-31,152.6,152.6,2,154,10000001,1225,2022-11-01T11:09:09Z
800,2022-10-31,800,800,1,10000,10000001,1227,2022-11-01T11:09:09Z
0.54,2022-10-31,0.54,0.54,4,44633,10000001,1228,2022-11-01T11:09:09Z
7.21,2022-10-31,7.21,7.21,3,33748,10000001,1230,2022-11-01T11:09:09Z
3002,2022-10-31,3002,3002,2,384,10000001,1232,2022-11-01T11:09:09Z
960000,2022-10-31,960000,960000,1,2,10000001,1236,2022-11-01T11:09:09Z
0.02,2022-10-31,0.02,0.02,1,1,10000001,1248,2022-11-01T11:09:09Z
15500,2022-10-31,15500,15500,1,1,10000001,1317,2022-11-01T11:09:09Z
445200,2022-10-31,652000,135000,3,5,10000001,1319,2022-11-01T11:09:09Z
53000,2022-10-31,53000,53000,3,3,10000001,1403,2022-11-01T11:09:09Z
581000,2022-10-31,950000,335000,2,5,10000001,1405,2022-11-01T11:09:09Z
1552000,2022-10-31,1552000,1552000,2,2,10000001,1855,2022-11-01T11:09:09Z
400100,2022-10-31,400100,400100,1,1,10000001,1952,2022-11-01T11:09:09Z
400100,2022-10-31,400100,400100,1,1,10000001,1999,2022-11-01T11:09:09Z
316366.67,2022-10-31,648900,150100,3,3,10000001,2048,2022-11-01T11:09:09Z
38070.01,2022-10-31,76140,0.02,2,4,10000001,2173,2022-11-01T11:09:09Z
1218000,2022-10-31,1336000,1100000,2,4,10000001,2175,2022-11-01T11:09:09Z
1322272.73,2022-10-31,1349000,1300000,2,11,10000001,2185,2022-11-01T11:09:09Z
1750000,2022-10-31,1750000,1750000,1,2,10000001,2195,2022-11-01T11:09:09Z
9000,2022-10-31,9000,9000,1,2,10000001,2203,2022-11-01T11:09:09Z
38750,2022-10-31,38750,38750,1,5,10000001,2205,2022-11-01T11:09:09Z
100000,2022-10-31,100000,100000,2,2,10000001,2254,2022-11-01T11:09:09Z
1.01,2022-10-31,1.01,1.01,1,1590306,10000001,2267,2022-11-01T11:09:09Z
1.23,2022-10-31,1.23,1.23,1,1571003,10000001,2272,2022-11-01T11:09:09Z
250100,2022-10-31,250100,250100,1,2,10000001,2281,2022-11-01T11:09:09Z
1999000,2022-10-31,1999000,1999000,1,1,10000001,2301,2022-11-01T11:09:09Z
155,2022-10-31,155,155,1,16629,10000001,2393,2022-11-01T11:09:09Z
1.11,2022-10-31,1.11,1.11,1,27460,10000001,2396,2022-11-01T11:09:09Z
380,2022-10-31,380,380,1,76320,10000001,2398,2022-11-01T11:09:09Z
5.01,2022-10-31,5.01,5.01,1,9840,10000001,2400,2022-11-01T11:09:09Z
1343000,2022-10-31,1343000,1343000,1,4,10000001,2404,2022-11-01T11:09:09Z
7000,2022-10-31,7000,7000,1,40,10000001,2454,2022-11-01T11:09:09Z
474000,2022-10-31,474000,474000,1,2,10000001,2456,2022-11-01T11:09:09Z
107000,2022-10-31,120000,87500,3,5,10000001,2476,2022-11-01T11:09:09Z
0.03,2022-10-31,0.03,0.03,1,100,10000001,2516,2022-11-01T11:09:09Z
0.01,2022-10-31,0.01,0.01,1,3,10000001,2603,2022-11-01T11:09:09Z
200,2022-10-31,200,200,3,13500,10000001,2613,2022-11-01T11:09:09Z
900.1,2022-10-31,900.1,900.1,1,3000,10000001,2629,2022-11-01T11:09:09Z
649,2022-10-31,649,649,2,18000,10000001,2679,2022-11-01T11:09:09Z
903.9,2022-10-31,903.9,903.9,1,1000,10000001,2817,2022-11-01T11:09:09Z
1001000,2022-10-31,1001000,1001000,1,3,10000001,2889,2022-11-01T11:09:09Z
5000000,2022-10-31,5000000,5000000,1,8,10000001,2961,2022-11-01T11:09:09Z
50000,2022-10-31,50000,50000,1,1,10000001,3416,2022-11-01T11:09:09Z
1987000,2022-10-31,1987000,1987000,1,1,10000001,3467,2022-11-01T11:09:09Z
300000,2022-10-31,300000,300000,1,1,10000001,3488,2022-11-01T11:09:09Z
200,2022-10-31,200,200,1,20,10000001,3645,2022-11-01T11:09:09Z
250,2022-10-31,250,250,3,200337,10000001,3683,2022-11-01T11:09:09Z
705,2022-10-31,705,705,4,23510,10000001,3687,2022-11-01T11:09:09Z
48000,2022-10-31,48000,48000,2,2,10000001,3829,2022-11-01T11:09:09Z
400100,2022-10-31,400100,400100,1,1,10000001,3841,2022-11-01T11:09:09Z
1590000,2022-10-31,1590000,1590000,1,1,10000001,3888,2022-11-01T11:09:09Z
1,2022-10-31,1,1,1,1,10000001,4027,2022-11-01T11:09:09Z
4290000,2022-10-31,4290000,4290000,1,1,10000001,4250,2022-11-01T11:09:09Z
10000000,2022-10-31,10000000,10000000,1,1,10000001,4316,2022-11-01T11:09:09Z
2400000,2022-10-31,2400000,2400000,1,1,10000001,4383,2022-11-01T11:09:09Z
112500,2022-10-31,150000,0.01,4,4,10000001,4787,2022-11-01T11:09:09Z
0.01,2022-10-31,0.01,0.01,1,1,10000001,5093,2022-11-01T11:09:09Z
0.01,2022-10-31,0.01,0.01,1,1,10000001,5137,2022-11-01T11:09:09Z
49000,2022-10-31,49000,49000,3,6,10000001,5239,2022-11-01T11:09:09Z
30000,2022-10-31,30000,30000,2,3,10000001,5445,2022-11-01T11:09:09Z
40000,2022-10-31,40000,40000,1,1,10000001,5533,2022-11-01T11:09:09Z
1500000,2022-10-31,2850000,150000,2,2,10000001,5839,2022-11-01T11:09:09Z
539900,2022-10-31,539900,539900,3,6,10000001,5933,2022-11-01T11:09:09Z
297300,2022-10-31,297300,297300,1,1,10000001,5955,2022-11-01T11:09:09Z
87600,2022-10-31,150200,25000.01,4,4,10000001,6001,2022-11-01T11:09:09Z
0.01,2022-10-31,0.01,0.01,1,1,10000001,6160,2022-11-01T11:09:09Z
119800,2022-10-31,119800,119800,1,1,10000001,6437,2022-11-01T11:09:09Z
47660,2022-10-31,47660,47660,2,2,10000001,6441,2022-11-01T11:09:09Z
0.01,2022-10-31,0.01,0.01,1,1,10000001,6527,2022-11-01T11:09:09Z
60890,2022-10-31,60890,60890,2,2,10000001,6569,2022-11-01T11:09:09Z
0.01,2022-10-31,0.01,0.01,1,1,10000001,6677,2022-11-01T11:09:09Z
170000,2022-10-31,170000,170000,1,1,10000001,6961,2022-11-01T11:09:09Z
500,2022-10-31,500,500,1,2,10000001,8263,2022-11-01T11:09:09Z
1000000,2022-10-31,1000000,1000000,1,1,10000001,8521,2022-11-01T11:09:09Z
11000,2022-10-31,11000,11000,3,3,10000001,9784,2022-11-01T11:09:09Z
50000,2022-10-31,50000,50000,1,7,10000001,9848,2022-11-01T11:09:09Z
31900000,2022-10-31,31900000,31900000,1,1,10000001,10212,2022-11-01T11:09:09Z
699400,2022-10-31,699400,699400,1,1,10000001,10250,2022-11-01T11:09:09Z
898000,2022-10-31,898000,898000,1,4,10000001,10631,2022-11-01T11:09:09Z
1099000,2022-10-31,1099000,1099000,1,1,10000001,10850,2022-11-01T11:09:09Z
31736.67,2022-10-31,42000,5000,5,6,10000001,11129,2022-11-01T11:09:09Z
19600,2022-10-31,29000,14900,3,3,10000001,11132,2022-11-01T11:09:09Z
53218.75,2022-10-31,100000,49000,20,48,10000001,11134,2022-11-01T11:09:09Z
671600,2022-10-31,671600,671600,1,2,10000001,11217,2022-11-01T11:09:09Z
605875.71,2022-10-31,700000,41130,2,7,10000001,11269,2022-11-01T11:09:09Z
2500000,2022-10-31,2500000,2500000,1,1,10000001,11278,2022-11-01T11:09:09Z
2000000,2022-10-31,2000000,2000000,1,1,10000001,11302,2022-11-01T11:09:09Z
3500000,2022-10-31,3500000,3500000,1,1,10000001,11304,2022-11-01T11:09:09Z
3000000,2022-10-31,3000000,3000000,1,1,10000001,11306,2022-11-01T11:09:09Z
500,2022-10-31,500,500,1,2,10000001,11311,2022-11-01T11:09:09Z
200,2022-10-31,200,200,1,1,10000001,11343,2022-11-01T11:09:09Z
3018500,2022-10-31,3538000,2499000,2,2,10000001,11370,2022-11-01T11:09:09Z
38000000,2022-10-31,38000000,38000000,1,1,10000001,11379,2022-11-01T11:09:09Z
8000000,2022-10-31,8000000,8000000,1,1,10000001,11387,2022-11-01T11:09:09Z
31093.93,2022-10-31,60080,20010,3,28,10000001,11399,2022-11-01T11:09:09Z
4900000,2022-10-31,4900000,4900000,1,1,10000001,11577,2022-11-01T11:09:09Z
4760900.2,2022-10-31,5850000,4501,3,5,10000001,11578,2022-11-01T11:09:09Z
415000,2022-10-31,800000,30000,2,2,10000001,11640,2022-11-01T11:09:09Z
9999000,2022-10-31,9999000,9999000,1,1,10000001,12207,2022-11-01T11:09:09Z
238000000,2022-10-31,238000000,238000000,1,1,10000001,12745,2022-11-01T11:09:09Z
1550,2022-10-31,1550,1550,1,31000,10000001,12779,2022-11-01T11:09:09Z
350,2022-10-31,350,350,1,2500,10000001,12787,2022-11-01T11:09:09Z
412,2022-10-31,412,412,1,10000,10000001,12791,2022-11-01T11:09:09Z
691300,2022-10-31,691300,691300,2,12,10000001,12816,2022-11-01T11:09:09Z
4114000,2022-10-31,4114000,4114000,1,4,10000001,15479,2022-11-01T11:09:09Z
55380,2022-10-31,61020,30000,2,33,10000001,15510,2022-11-01T11:09:09Z
1900000,2022-10-31,1900000,1900000,1,1,10000001,16242,2022-11-01T11:09:09Z
127000,2022-10-31,127000,127000,1,204,10000001,16262,2022-11-01T11:09:09Z
599.9,2022-10-31,10000,120,6,4020,10000001,16273,2022-11-01T11:09:09Z
525,2022-10-31,525,525,6,179564,10000001,16274,2022-11-01T11:09:09Z
1900,2022-10-31,1900,1900,4,26108,10000001,16275,2022-11-01T11:09:09Z
2151000,2022-10-31,3302000,1000000,4,4,10000001,16278,2022-11-01T11:09:09Z
0.01,2022-10-31,0.01,0.01,1,1,10000001,16433,2022-11-01T11:09:09Z
1601,2022-10-31,1601,1601,1,7380,10000001,16636,2022-11-01T11:09:09Z
65,2022-10-31,65,65,1,1500,10000001,16673,2022-11-01T11:09:09Z
200,2022-10-31,200,200,1,600,10000001,16679,2022-11-01T11:09:09Z
50000,2022-10-31,50000,50000,3,3,10000001,17366,2022-11-01T11:09:09Z
0.01,2022-10-31,0.01,0.01,2,71,10000001,17433,2022-11-01T11:09:09Z
0.01,2022-10-31,0.01,0.01,1,30,10000001,17449,2022-11-01T11:09:09Z
3.02,2022-10-31,3.02,3.02,3,150,10000001,17452,2022-11-01T11:09:09Z
1,2022-10-31,1,1,3,224,10000001,17459,2022-11-01T11:09:09Z
16.5,2022-10-31,16.5,16.5,3,33129,10000001,17460,2022-11-01T11:09:09Z
8.74,2022-10-31,8.74,8.74,2,129891,10000001,17463,2022-11-01T11:09:09Z
9.15,2022-10-31,9.15,9.15,1,38496,10000001,17464,2022-11-01T11:09:09Z
0.1,2022-10-31,0.1,0.1,1,50000,10000001,17470,2022-11-01T11:09:09Z
2,2022-10-31,2,2,1,84,10000001,17471,2022-11-01T11:09:09Z
23000000,2022-10-31,23000000,23000000,1,1,10000001,17476,2022-11-01T11:09:09Z
51000000,2022-10-31,51000000,51000000,1,1,10000001,17478,2022-11-01T11:09:09Z
39010000,2022-10-31,39010000,39010000,1,1,10000001,17480,2022-11-01T11:09:09Z
3100000,2022-10-31,3100000,3100000,1,1,10000001,17482,2022-11-01T11:09:09Z
580,2022-10-31,580,580,1,65000,10000001,17887,2022-11-01T11:09:09Z
1000,2022-10-31,1000,1000,1,50000,10000001,17888,2022-11-01T11:09:09Z
899,2022-10-31,899,899,5,375490,10000001,17889,2022-11-01T11:09:09Z
6690000,2022-10-31,6690000,6690000,1,2,10000001,17912,2022-11-01T11:09:09Z
99130,2022-10-31,127955,80000,7,7,10000001,17938,2022-11-01T11:09:09Z
60000,2022-10-31,60000,60000,1,1,10000001,17939,2022-11-01T11:09:09Z
4502,2022-10-31,4502,4502,1,4,10000001,17977,2022-11-01T11:09:09Z
199900000,2022-10-31,199900000,199900000,1,1,10000001,18676,2022-11-01T11:09:09Z
11000,2022-10-31,11000,11000,1,61,10000001,19400,2022-11-01T11:09:09Z
40000,2022-10-31,40000,40000,1,1,10000001,19402,2022-11-01T11:09:09Z
180000,2022-10-31,180000,180000,55,141,10000001,19404,2022-11-01T11:09:09Z
360000,2022-10-31,360000,360000,86,446,10000001,19405,2022-11-01T11:09:09Z
600000,2022-10-31,600000,600000,93,582,10000001,19406,2022-11-01T11:09:09Z
1200000,2022-10-31,1200000,1200000,99,504,10000001,19407,2022-11-01T11:09:09Z
2100000,2022-10-31,2100000,2100000,66,155,10000001,19408,2022-11-01T11:09:09Z
6300000,2022-10-31,6300000,6300000,50,87,10000001,19409,2022-11-01T11:09:09Z
9900000,2022-10-31,9900000,9900000,40,61,10000001,19410,2022-11-01T11:09:09Z
13200000,2022-10-31,13200000,13200000,34,45,10000001,19411,2022-11-01T11:09:09Z
17160000,2022-10-31,17160000,17160000,28,32,10000001,19412,2022-11-01T11:09:09Z
21840000,2022-10-31,21840000,21840000,20,33,10000001,19413,2022-11-01T11:09:09Z
29120000,2022-10-31,29120000,29120000,12,13,10000001,19414,2022-11-01T11:09:09Z
35700000,2022-10-31,35700000,35700000,9,11,10000001,19415,2022-11-01T11:09:09Z
43200000,2022-10-31,43200000,43200000,2,2,10000001,19416,2022-11-01T11:09:09Z
51680000,2022-10-31,51680000,51680000,3,3,10000001,19417,2022-11-01T11:09:09Z
61200000,2022-10-31,61200000,61200000,2,2,10000001,19418,2022-11-01T11:09:09Z
80000000,2022-10-31,80000000,80000000,3,15,10000001,19419,2022-11-01T11:09:09Z
101640000,2022-10-31,101640000,101640000,2,3,10000001,19420,2022-11-01T11:09:09Z
133837000,2022-10-31,133837000,133837000,4,11,10000001,19421,2022-11-01T11:09:09Z
3360000,2022-10-31,3360000,3360000,42,86,10000001,19422,2022-11-01T11:09:09Z
2201000,2022-10-31,2201000,2201000,2,2,10000001,19806,2022-11-01T11:09:09Z
125000,2022-10-31,125000,125000,1,1,10000001,19814,2022-11-01T11:09:09Z
0.01,2022-10-31,0.01,0.01,2,2,10000001,19939,2022-11-01T11:09:09Z
1235714.29,2022-10-31,1300000,1210000,2,7,10000001,21638,2022-11-01T11:09:09Z
1428000,2022-10-31,1428000,1428000,1,5,10000001,21640,2022-11-01T11:09:09Z
299,2022-10-31,299,299,1,2,10000001,21857,2022-11-01T11:09:09Z
52000000,2022-10-31,52000000,52000000,1,1,10000001,21890,2022-11-01T11:09:09Z
10.99,2022-10-31,10.99,10.99,2,240,10000001,21894,2022-11-01T11:09:09Z
63810,2022-10-31,65000,59600,4,5,10000001,22175,2022-11-01T11:09:09Z
50666.67,2022-10-31,58000,47000,2,3,10000001,22177,2022-11-01T11:09:09Z
43333.33,2022-10-31,45000,40000,5,6,10000001,22542,2022-11-01T11:09:09Z
0.01,2022-10-31,0.01,0.01,2,2,10000001,22576,2022-11-01T11:09:09Z
0.01,2022-10-31,0.01,0.01,1,23,10000001,23158,2022-11-01T11:09:09Z
591800,2022-10-31,591800,591800,1,2,10000001,23559,2022-11-01T11:09:09Z
15551.11,2022-10-31,24990,8000,2,9,10000001,23707,2022-11-01T11:09:09Z
2184500,2022-10-31,2869000,1500000,2,2,10000001,24348,2022-11-01T11:09:09Z
250,2022-10-31,250,250,1,1000,10000001,24471,2022-11-01T11:09:09Z
181,2022-10-31,181,181,1,10000,10000001,24494,2022-11-01T11:09:09Z
190,2022-10-31,190,190,4,17000,10000001,24495,2022-11-01T11:09:09Z
202,2022-10-31,202,202,2,15000,10000001,24497,2022-11-01T11:09:09Z
207,2022-10-31,207,207,2,15000,10000001,24499,2022-11-01T11:09:09Z
150.1,2022-10-31,150.1,150.1,1,1000,10000001,24501,2022-11-01T11:09:09Z
161.9,2022-10-31,161.9,161.9,1,2000,10000001,24505,2022-11-01T11:09:09Z
310,2022-10-31,310,310,1,7267,10000001,24515,2022-11-01T11:09:09Z
269700000,2022-10-31,269700000,269700000,1,1,10000001,24688,2022-11-01T11:09:09Z
250000000,2022-10-31,250000000,250000000,1,1,10000001,24694,2022-11-01T11:09:09Z
31440000,2022-10-31,38110000,28105000,3,3,10000001,24702,2022-11-01T11:09:09Z
2925000,2022-10-31,3350000,2500000,2,2,10000001,25266,2022-11-01T11:09:09Z
16500000,2022-10-31,16500000,16500000,1,3,10000001,25267,2022-11-01T11:09:09Z
3201,2022-10-31,3201,3201,1,18,10000001,25588,2022-11-01T11:09:09Z
650.1,2022-10-31,650.1,650.1,1,2,10000001,25589,2022-11-01T11:09:09Z
52000,2022-10-31,52000,52000,4,26,10000001,25590,2022-11-01T11:09:09Z
145000,2022-10-31,145000,145000,1,22,10000001,25591,2022-11-01T11:09:09Z
5000,2022-10-31,5000,5000,2,13,10000001,25592,2022-11-01T11:09:09Z
4701,2022-10-31,4701,4701,1,17,10000001,25593,2022-11-01T11:09:09Z
144057.14,2022-10-31,144100,144000,4,21,10000001,25594,2022-11-01T11:09:09Z
5401,2022-10-31,5401,5401,1,1,10000001,25595,2022-11-01T11:09:09Z
10000,2022-10-31,10000,10000,1,1,10000001,25596,2022-11-01T11:09:09Z
300.1,2022-10-31,300.1,300.1,1,4,10000001,25597,2022-11-01T11:09:09Z
1401.49,2022-10-31,1402,1401,3,97,10000001,25598,2022-11-01T11:09:09Z
235,2022-10-31,235,235,3,17082,10000001,25599,2022-11-01T11:09:09Z
11510,2022-10-31,11510,11510,1,21,10000001,25600,2022-11-01T11:09:09Z
1650,2022-10-31,1650,1650,1,12,10000001,25601,2022-11-01T11:09:09Z
10000,2022-10-31,10000,10000,1,8,10000001,25603,2022-11-01T11:09:09Z
13600,2022-10-31,13600,13600,1,4,10000001,25604,2022-11-01T11:09:09Z
19510,2022-10-31,19510,19510,2,13,10000001,25605,2022-11-01T11:09:09Z
19010,2022-10-31,19010,19010,1,8,10000001,25606,2022-11-01T11:09:09Z
1200000,2022-10-31,1200000,1200000,1,17,10000001,25612,2022-11-01T11:09:09Z
915100,2022-10-31,915100,915100,2,14,10000001,25614,2022-11-01T11:09:09Z
660000,2022-10-31,660000,660000,1,1,10000001,25619,2022-11-01T11:09:09Z
5601000,2022-10-31,5601000,5601000,1,4,10000001,25624,2022-11-01T11:09:09Z
1,2022-10-31,1,1,1,1,10000001,25861,2022-11-01T11:09:09Z
13340000,2022-10-31,13340000,13340000,1,1,10000001,25862,2022-11-01T11:09:09Z
1700,2022-10-31,1700,1700,1,9000,10000001,27361,2022-11-01T11:09:09Z
1300000,2022-10-31,1450000,1000000,2,3,10000001,28576,2022-11-01T11:09:09Z
30000,2022-10-31,31500,30000,4,266,10000001,28668,2022-11-01T11:09:09Z
0.08,2022-10-31,0.08,0.08,1,2,10000001,28695,2022-11-01T11:09:09Z
69000,2022-10-31,69000,69000,3,790,10000001,28698,2022-11-01T11:09:09Z
700000,2022-10-31,700000,700000,1,1,10000001,29248,2022-11-01T11:09:09Z
15696.67,2022-10-31,15900,14900,7,72,10000001,30013,2022-11-01T11:09:09Z
35100,2022-10-31,35100,35100,1,8,10000001,30028,2022-11-01T11:09:09Z
523600,2022-10-31,523600,523600,1,8,10000001,30488,2022-11-01T11:09:09Z
200000,2022-10-31,200000,200000,15,15495,10000001,30744,2022-11-01T11:09:09Z
500000,2022-10-31,500000,500000,16,16917,10000001,30745,2022-11-01T11:09:09Z
1500000,2022-10-31,1500000,1500000,14,10689,10000001,30746,2022-11-01T11:09:09Z
5000000,2022-10-31,5000000,5000000,19,11369,10000001,30747,2022-11-01T11:09:09Z
99700,2022-10-31,99700,99700,1,6,10000001,31153,2022-11-01T11:09:09Z
2844000,2022-10-31,2844000,2844000,1,2,10000001,31171,2022-11-01T11:09:09Z
3675000,2022-10-31,3675000,3675000,1,1,10000001,31183,2022-11-01T11:09:09Z
49250,2022-10-31,49500,49000,2,4,10000001,31213,2022-11-01T11:09:09Z
4755000,2022-10-31,4755000,4755000,1,1,10000001,31592,2022-11-01T11:09:09Z
198200,2022-10-31,198200,198200,3,3,10000001,31668,2022-11-01T11:09:09Z
63930,2022-10-31,63930,63930,3,3,10000001,31716,2022-11-01T11:09:09Z
2147000,2022-10-31,2147000,2147000,1,1,10000001,31746,2022-11-01T11:09:09Z
944900,2022-10-31,944900,944900,4,6,10000001,31788,2022-11-01T11:09:09Z
3500000,2022-10-31,3500000,3500000,1,3,10000001,31894,2022-11-01T11:09:09Z
139900,2022-10-31,139900,139900,2,150,10000001,32006,2022-11-01T11:09:09Z
330380.19,2022-10-31,349000,20050,4,53,10000001,32014,2022-11-01T11:09:09Z
1992000,2022-10-31,1992000,1992000,1,1,10000001,32772,2022-11-01T11:09:09Z
10000,2022-10-31,10000,10000,7,8,10000001,32787,2022-11-01T11:09:09Z
3160000,2022-10-31,3160000,3160000,1,2,10000001,32819,2022-11-01T11:09:09Z
1112000,2022-10-31,1112000,1112000,1,1,10000001,32872,2022-11-01T11:09:09Z
1100000,2022-10-31,1100000,1100000,1,1,10000001,32874,2022-11-01T11:09:09Z
600000,2022-10-31,600000,600000,1,1,10000001,32876,2022-11-01T11:09:09Z
325000,2022-10-31,325000,325000,5,5,10000001,32880,2022-11-01T11:09:09Z
2000000,2022-10-31,2000000,2000000,1,1,10000001,33139,2022-11-01T11:09:09Z
235000,2022-10-31,235000,235000,1,1,10000001,33176,2022-11-01T11:09:09Z
187500,2022-10-31,200000,175000,2,2,10000001,33180,2022-11-01T11:09:09Z
1445000,2022-10-31,1445000,1445000,1,1,10000001,33201,2022-11-01T11:09:09Z
2,2022-10-31,2,2,1,1,10000001,33330,2022-11-01T11:09:09Z
7947666.67,2022-10-31,9920000,4003000,3,3,10000001,33475,2022-11-01T11:09:09Z
14500000,2022-10-31,22000000,7000000,2,2,10000001,33697,2022-11-01T11:09:09Z
607700,2022-10-31,607700,607700,1,1,10000001,33890,2022-11-01T11:09:09Z
73330,2022-10-31,73330,73330,2,2,10000001,34206,2022-11-01T11:09:09Z
99280,2022-10-31,120350,5300,5,5,10000001,35658,2022-11-01T11:09:09Z
1971000,2022-10-31,1971000,1971000,1,1,10000001,35771,2022-11-01T11:09:09Z
322800000,2022-10-31,322800000,322800000,1,3,10000001,37298,2022-11-01T11:09:09Z
995000000,2022-10-31,995000000,995000000,2,6,10000001,40520,2022-11-01T11:09:09Z
2501000,2022-10-31,2501000,2501000,1,15,10000001,40564,2022-11-01T11:09:09Z
1100000,2022-10-31,1100000,1100000,2,15,10000001,41490,2022-11-01T11:09:09Z
975,2022-10-31,975,975,1,600,10000001,42830,2022-11-01T11:09:09Z
400,2022-10-31,400,400,1,299,10000001,42831,2022-11-01T11:09:09Z
500,2022-10-31,500,500,1,600,10000001,42838,2022-11-01T11:09:09Z
500,2022-10-31,500,500,1,600,10000001,42839,2022-11-01T11:09:09Z
500,2022-10-31,500,500,1,600,10000001,42840,2022-11-01T11:09:09Z
87500,2022-10-31,105000,0.02,3,6,10000001,43699,2022-11-01T11:09:09Z
4491000,2022-10-31,4501000,4491000,7,1035,10000001,44992,2022-11-01T11:09:09Z
55010000,2022-10-31,55010000,55010000,1,1,10000001,46000,2022-11-01T11:09:09Z
700200,2022-10-31,700200,700200,1,5,10000001,46001,2022-11-01T11:09:09Z
6900000,2022-10-31,6900000,6900000,1,1,10000001,46002,2022-11-01T11:09:09Z
1302,2022-10-31,1302,1302,2,2000,10000001,47887,2022-11-01T11:09:09Z
