average,date,highest,lowest,order_count,volume,region_id,type_id,http_last_modified
41120,2022-10-30,41120,41120,2,2,10000001,11269,2022-10-31T11:01:07Z
4500,2022-10-30,4500,4500,2,550,10000001,11289,2022-10-31T11:01:07Z
0.01,2022-10-30,0.01,0.01,1,1,10000001,11351,2022-10-31T11:01:07Z
2185642.86,2022-10-30,2499000,2178000,4,84,10000001,11370,2022-10-31T11:01:07Z
18000000,2022-10-30,18000000,18000000,1,1,10000001,11393,2022-10-31T11:01:07Z
30961.54,2022-10-30,35000,20000,2,26,10000001,11399,2022-10-31T11:01:07Z
4105,2022-10-30,4105,4105,1,1,10000001,11539,2022-10-31T11:01:07Z
0.01,2022-10-30,0.01,0.01,1,12,10000001,11540,2022-10-31T11:01:07Z
2500,2022-10-30,2500,2500,1,1,10000001,11554,2022-10-31T11:01:07Z
1,2022-10-30,1,1,1,1,10000001,11563,2022-10-31T11:01:07Z
2000000,2022-10-30,2000000,2000000,1,1,10000001,11577,2022-10-31T11:01:07Z
8470000,2022-10-30,10690000,6250000,2,2,10000001,11578,2022-10-31T11:01:07Z
1366666.67,2022-10-30,1650000,800000,3,3,10000001,11640,2022-10-31T11:01:07Z
5000,2022-10-30,5000,5000,1,24,10000001,11689,2022-10-31T11:01:07Z
750000,2022-10-30,750000,750000,1,1,10000001,12058,2022-10-31T11:01:07Z
7199000,2022-10-30,7199000,7199000,1,1,10000001,12259,2022-10-31T11:01:07Z
7485280,2022-10-30,7485280,7485280,1,2,10000001,12297,2022-10-31T11:01:07Z
29941120,2022-10-30,29941120,29941120,1,1,10000001,12300,2022-10-31T11:01:07Z
500000,2022-10-30,500000,500000,3,3,10000001,12346,2022-10-31T11:01:07Z
281400,2022-10-30,281400,281400,1,8,10000001,12563,2022-10-31T11:01:07Z
70,2022-10-30,70,70,2,2240,10000001,12608,2022-10-31T11:01:07Z
500,2022-10-30,500,500,2,905,10000001,12775,2022-10-31T11:01:07Z
1550,2022-10-30,1550,1550,2,20300,10000001,12779,2022-10-31T11:01:07Z
350,2022-10-30,350,350,1,2000,10000001,12787,2022-10-31T11:01:07Z
412,2022-10-30,412,412,2,22500,10000001,12791,2022-10-31T11:01:07Z
1492000,2022-10-30,1492000,1492000,1,16,10000001,12816,2022-10-31T11:01:07Z
235.5,2022-10-30,235.5,235.5,1,2500,10000001,13856,2022-10-31T11:01:07Z
14800,2022-10-30,14800,14800,1,985,10000001,15317,2022-10-31T11:01:07Z
500.04,2022-10-30,500.1,500,7,42,10000001,15331,2022-10-31T11:01:07Z
61020,2022-10-30,61020,61020,1,3,10000001,15510,2022-10-31T11:01:07Z
4500,2022-10-30,4500,4500,1,6,10000001,15625,2022-10-31T11:01:07Z
8000,2022-10-30,8000,8000,1,3,10000001,15626,2022-10-31T11:01:07Z
20000,2022-10-30,20000,20000,1,7,10000001,15628,2022-10-31T11:01:07Z
100100,2022-10-30,100100,100100,1,5,10000001,15631,2022-10-31T11:01:07Z
30000,2022-10-30,30000,30000,1,5,10000001,15660,2022-10-31T11:01:07Z
0.01,2022-10-30,0.01,0.01,1,1,10000001,15766,2022-10-31T11:01:07Z
50000,2022-10-30,50000,50000,1,1,10000001,15998,2022-10-31T11:01:07Z
46000000,2022-10-30,46000000,46000000,1,1,10000001,16229,2022-10-31T11:01:07Z
400000,2022-10-30,400000,400000,3,3,10000001,16240,2022-10-31T11:01:07Z
0.01,2022-10-30,0.01,0.01,1,1,10000001,16242,2022-10-31T11:01:07Z
40.01,2022-10-30,40.01,40.01,3,59978,10000001,16272,2022-10-31T11:01:07Z
85,2022-10-30,85,85,8,72236,10000001,16273,2022-10-31T11:01:07Z
524,2022-10-30,524,524,1,2000,10000001,16274,2022-10-31T11:01:07Z
1900,2022-10-30,1900,1900,1,1000,10000001,16275,2022-10-31T11:01:07Z
3250000,2022-10-30,3250000,3250000,1,2,10000001,16278,2022-10-31T11:01:07Z
774700,2022-10-30,774700,774700,1,1,10000001,16533,2022-10-31T11:01:07Z
35000000,2022-10-30,35000000,35000000,2,2,10000001,16591,2022-10-31T11:01:07Z
400,2022-10-30,400,400,2,2576,10000001,16633,2022-10-31T11:01:07Z
600,2022-10-30,600,600,1,3967,10000001,16636,2022-10-31T11:01:07Z
7500,2022-10-30,7500,7500,1,2,10000001,17366,2022-10-31T11:01:07Z
3.02,2022-10-30,3.02,3.02,2,76,10000001,17452,2022-10-31T11:01:07Z
0.01,2022-10-30,0.01,0.01,4,143,10000001,17453,2022-10-31T11:01:07Z
1,2022-10-30,1,1,5,221,10000001,17459,2022-10-31T11:01:07Z
16.5,2022-10-30,16.5,16.5,1,3,10000001,17460,2022-10-31T11:01:07Z
8.74,2022-10-30,8.74,8.74,4,610272,10000001,17463,2022-10-31T11:01:07Z
0.1,2022-10-30,0.1,0.1,4,487437,10000001,17470,2022-10-31T11:01:07Z
40410000,2022-10-30,40410000,40410000,1,1,10000001,17476,2022-10-31T11:01:07Z
22000000,2022-10-30,22000000,22000000,1,1,10000001,17478,2022-10-31T11:01:07Z
1999000,2022-10-30,1999000,1999000,1,1,10000001,17526,2022-10-31T11:01:07Z
221250000,2022-10-30,298400000,144100000,2,2,10000001,17715,2022-10-31T11:01:07Z
724950000,2022-10-30,725000000,724900000,2,2,10000001,17738,2022-10-31T11:01:07Z
650,2022-10-30,650,650,6,743491,10000001,17887,2022-10-31T11:01:07Z
475,2022-10-30,475,475,1,25000,10000001,17888,2022-10-31T11:01:07Z
425,2022-10-30,425,425,2,350000,10000001,17889,2022-10-31T11:01:07Z
2001000,2022-10-30,2001000,2001000,1,934,10000001,17895,2022-10-31T11:01:07Z
4000000,2022-10-30,4000000,4000000,2,2,10000001,17912,2022-10-31T11:01:07Z
80000,2022-10-30,80000,80000,1,1,10000001,17938,2022-10-31T11:01:07Z
49000,2022-10-30,49000,49000,1,1,10000001,18639,2022-10-31T11:01:07Z
7449000,2022-10-30,7449000,7449000,1,2,10000001,18831,2022-10-31T11:01:07Z
11000,2022-10-30,11000,11000,5,21,10000001,19400,2022-10-31T11:01:07Z
20000,2022-10-30,20000,20000,1,1,10000001,19401,2022-10-31T11:01:07Z
177949.37,2022-10-30,180000,18000,46,79,10000001,19404,2022-10-31T11:01:07Z
360000,2022-10-30,360000,360000,85,232,10000001,19405,2022-10-31T11:01:07Z
600000,2022-10-30,600000,600000,106,338,10000001,19406,2022-10-31T11:01:07Z
1200000,2022-10-30,1200000,1200000,85,251,10000001,19407,2022-10-31T11:01:07Z
2100000,2022-10-30,2100000,2100000,54,107,10000001,19408,2022-10-31T11:01:07Z
6300000,2022-10-30,6300000,6300000,38,78,10000001,19409,2022-10-31T11:01:07Z
9900000,2022-10-30,9900000,9900000,33,55,10000001,19410,2022-10-31T11:01:07Z
13200000,2022-10-30,13200000,13200000,24,42,10000001,19411,2022-10-31T11:01:07Z
17160000,2022-10-30,17160000,17160000,20,35,10000001,19412,2022-10-31T11:01:07Z
21840000,2022-10-30,21840000,21840000,15,33,10000001,19413,2022-10-31T11:01:07Z
29120000,2022-10-30,29120000,29120000,12,12,10000001,19414,2022-10-31T11:01:07Z
35700000,2022-10-30,35700000,35700000,5,6,10000001,19415,2022-10-31T11:01:07Z
43200000,2022-10-30,43200000,43200000,4,4,10000001,19416,2022-10-31T11:01:07Z
51680000,2022-10-30,51680000,51680000,2,2,10000001,19417,2022-10-31T11:01:07Z
80000000,2022-10-30,80000000,80000000,7,8,10000001,19419,2022-10-31T11:01:07Z
101640000,2022-10-30,101640000,101640000,2,2,10000001,19420,2022-10-31T11:01:07Z
133837000,2022-10-30,133837000,133837000,3,4,10000001,19421,2022-10-31T11:01:07Z
3360000,2022-10-30,3360000,3360000,48,82,10000001,19422,2022-10-31T11:01:07Z
0.01,2022-10-30,0.01,0.01,1,5,10000001,20349,2022-10-31T11:01:07Z
500000,2022-10-30,500000,500000,1,1,10000001,20353,2022-10-31T11:01:07Z
1300000,2022-10-30,1300000,1300000,3,18,10000001,21638,2022-10-31T11:01:07Z
1150000,2022-10-30,1150000,1150000,5,23,10000001,21640,2022-10-31T11:01:07Z
52000000,2022-10-30,52000000,52000000,1,1,10000001,21888,2022-10-31T11:01:07Z
52000000,2022-10-30,52000000,52000000,1,1,10000001,21890,2022-10-31T11:01:07Z
59600,2022-10-30,59600,59600,1,1,10000001,22175,2022-10-31T11:01:07Z
47000,2022-10-30,47000,47000,1,1,10000001,22177,2022-10-31T11:01:07Z
1500000,2022-10-30,1500000,1500000,2,2,10000001,22229,2022-10-31T11:01:07Z
1698000,2022-10-30,1698000,1698000,1,3,10000001,22291,2022-10-31T11:01:07Z
95000,2022-10-30,95000,95000,1,1,10000001,22542,2022-10-31T11:01:07Z
77000,2022-10-30,77000,77000,1,20,10000001,22778,2022-10-31T11:01:07Z
0.5,2022-10-30,0.5,0.5,1,1,10000001,23087,2022-10-31T11:01:07Z
0.02,2022-10-30,0.02,0.02,1,32,10000001,23158,2022-10-31T11:01:07Z
0.01,2022-10-30,0.01,0.01,1,1,10000001,23527,2022-10-31T11:01:07Z
28400,2022-10-30,28400,28400,1,2,10000001,23711,2022-10-31T11:01:07Z
2700000000,2022-10-30,2700000000,2700000000,1,1,10000001,23911,2022-10-31T11:01:07Z
475000,2022-10-30,475000,475000,1,1,10000001,24427,2022-10-31T11:01:07Z
495.2,2022-10-30,495.2,495.2,2,7298,10000001,24486,2022-10-31T11:01:07Z
208,2022-10-30,208,208,1,5000,10000001,24488,2022-10-31T11:01:07Z
269,2022-10-30,269,269,2,6500,10000001,24490,2022-10-31T11:01:07Z
455,2022-10-30,455,455,1,2500,10000001,24493,2022-10-31T11:01:07Z
181,2022-10-30,181,181,2,10000,10000001,24494,2022-10-31T11:01:07Z
600,2022-10-30,600,600,1,10000,10000001,24511,2022-10-31T11:01:07Z
3201,2022-10-30,3201,3201,2,3,10000001,25588,2022-10-31T11:01:07Z
650.1,2022-10-30,650.1,650.1,1,2,10000001,25589,2022-10-31T11:01:07Z
52000,2022-10-30,52000,52000,8,38,10000001,25590,2022-10-31T11:01:07Z
145000,2022-10-30,145000,145000,4,188,10000001,25591,2022-10-31T11:01:07Z
5000,2022-10-30,5000,5000,6,14,10000001,25592,2022-10-31T11:01:07Z
4700,2022-10-30,4700,4700,1,1,10000001,25593,2022-10-31T11:01:07Z
144000,2022-10-30,144000,144000,5,12,10000001,25594,2022-10-31T11:01:07Z
10000,2022-10-30,10000,10000,2,2,10000001,25596,2022-10-31T11:01:07Z
300.1,2022-10-30,300.1,300.1,2,2,10000001,25597,2022-10-31T11:01:07Z
1400.97,2022-10-30,1401,1400,5,58,10000001,25598,2022-10-31T11:01:07Z
235,2022-10-30,235,235,7,43,10000001,25599,2022-10-31T11:01:07Z
11510,2022-10-30,11510,11510,7,44,10000001,25600,2022-10-31T11:01:07Z
1650,2022-10-30,1650,1650,5,59,10000001,25601,2022-10-31T11:01:07Z
10000,2022-10-30,10000,10000,4,15,10000001,25603,2022-10-31T11:01:07Z
13600,2022-10-30,13600,13600,2,2,10000001,25604,2022-10-31T11:01:07Z
19509.47,2022-10-30,19510,19500,8,19,10000001,25605,2022-10-31T11:01:07Z
660000,2022-10-30,660000,660000,1,7,10000001,25619,2022-10-31T11:01:07Z
1695000,2022-10-30,1695000,1695000,1,2,10000001,25715,2022-10-31T11:01:07Z
69716,2022-10-30,69910,67000,4,30,10000001,25861,2022-10-31T11:01:07Z
4260000,2022-10-30,4260000,4260000,1,2,10000001,25948,2022-10-31T11:01:07Z
55020000,2022-10-30,55020000,55020000,1,2,10000001,26374,2022-10-31T11:01:07Z
1300000,2022-10-30,1300000,1300000,1,1,10000001,27127,2022-10-31T11:01:07Z
85.55,2022-10-30,85.55,85.55,1,57,10000001,27339,2022-10-31T11:01:07Z
975,2022-10-30,975,975,1,4000,10000001,27387,2022-10-31T11:01:07Z
2600,2022-10-30,2600,2600,1,2500,10000001,27413,2022-10-31T11:01:07Z
9990000,2022-10-30,9990000,9990000,1,1,10000001,27904,2022-10-31T11:01:07Z
180100,2022-10-30,180100,180100,1,230,10000001,28436,2022-10-31T11:01:07Z
240000,2022-10-30,240000,240000,1,30,10000001,28437,2022-10-31T11:01:07Z
174000,2022-10-30,174000,174000,3,184,10000001,28439,2022-10-31T11:01:07Z
1200000,2022-10-30,1200000,1200000,1,3,10000001,28576,2022-10-31T11:01:07Z
1500000,2022-10-30,1500000,1500000,1,3,10000001,28578,2022-10-31T11:01:07Z
33000,2022-10-30,33000,33000,2,400,10000001,28668,2022-10-31T11:01:07Z
3000000,2022-10-30,3000000,3000000,1,2,10000001,28674,2022-10-31T11:01:07Z
0.01,2022-10-30,0.01,0.01,1,1,10000001,29009,2022-10-31T11:01:07Z
0.01,2022-10-30,0.01,0.01,1,1,10000001,29011,2022-10-31T11:01:07Z
19400,2022-10-30,19400,19400,1,1,10000001,29013,2022-10-31T11:01:07Z
11560,2022-10-30,11560,11560,1,1,10000001,29015,2022-10-31T11:01:07Z
1700000,2022-10-30,1700000,1700000,1,1,10000001,29248,2022-10-31T11:01:07Z
5000,2022-10-30,5000,5000,1,1,10000001,30303,2022-10-31T11:01:07Z
524300,2022-10-30,525000,523600,4,48,10000001,30488,2022-10-31T11:01:07Z
200000,2022-10-30,200000,200000,14,17519,10000001,30744,2022-10-31T11:01:07Z
500000,2022-10-30,500000,500000,15,13296,10000001,30745,2022-10-31T11:01:07Z
1500000,2022-10-30,1500000,1500000,12,7442,10000001,30746,2022-10-31T11:01:07Z
5000000,2022-10-30,5000000,5000000,12,2907,10000001,30747,2022-10-31T11:01:07Z
999000,2022-10-30,999000,999000,1,4,10000001,30832,2022-10-31T11:01:07Z
1200000,2022-10-30,1200000,1200000,1,1,10000001,30834,2022-10-31T11:01:07Z
250000,2022-10-30,250000,250000,1,7,10000001,30836,2022-10-31T11:01:07Z
15030000,2022-10-30,15030000,15030000,1,3,10000001,31089,2022-10-31T11:01:07Z
130000,2022-10-30,130000,130000,1,1,10000001,31153,2022-10-31T11:01:07Z
205000,2022-10-30,205000,205000,2,2,10000001,31159,2022-10-31T11:01:07Z
2953000,2022-10-30,2953000,2953000,1,2,10000001,31165,2022-10-31T11:01:07Z
47800,2022-10-30,49000,46000,3,5,10000001,31213,2022-10-31T11:01:07Z
80000,2022-10-30,80000,80000,1,1,10000001,31238,2022-10-31T11:01:07Z
3701000,2022-10-30,3701000,3701000,2,2,10000001,31280,2022-10-31T11:01:07Z
346700,2022-10-30,346700,346700,1,1,10000001,31718,2022-10-31T11:01:07Z
474500,2022-10-30,474500,474500,1,1,10000001,31754,2022-10-31T11:01:07Z
944900,2022-10-30,944900,944900,1,3,10000001,31788,2022-10-31T11:01:07Z
1300000,2022-10-30,1300000,1300000,1,1,10000001,31790,2022-10-31T11:01:07Z
300000,2022-10-30,300000,300000,1,1,10000001,31800,2022-10-31T11:01:07Z
1300000,2022-10-30,1300000,1300000,1,6,10000001,31864,2022-10-31T11:01:07Z
0.01,2022-10-30,0.01,0.01,1,3,10000001,31930,2022-10-31T11:01:07Z
