average,date,highest,lowest,order_count,volume,region_id,type_id,http_last_modified
32880,2022-11-01,32880,32880,1,5,10000001,247,2022-11-01T11:09:09Z
2.32,2022-11-01,2.32,2.32,1,100,10000001,267,2022-11-01T11:09:09Z
644200,2022-11-01,644200,644200,1,1,10000001,394,2022-11-01T11:09:09Z
220000,2022-11-01,220000,220000,1,1,10000001,434,2022-11-01T11:09:09Z
1314500.01,2022-11-01,2629000,0.01,2,2,10000001,438,2022-11-01T11:09:09Z
22000,2022-11-01,22000,22000,1,1,10000001,439,2022-11-01T11:09:09Z
4393000,2022-11-01,4393000,4393000,1,1,10000001,440,2022-11-01T11:09:09Z
127000,2022-11-01,127000,127000,1,5,10000001,456,2022-11-01T11:09:09Z
1000000,2022-11-01,1000000,1000000,6,12,10000001,482,2022-11-01T11:09:09Z
10050,2022-11-01,10250,10000,2,5,10000001,483,2022-11-01T11:09:09Z
17000,2022-11-01,17000,17000,1,1,10000001,499,2022-11-01T11:09:09Z
0.02,2022-11-01,0.02,0.02,1,2,10000001,519,2022-11-01T11:09:09Z
45000,2022-11-01,45000,45000,1,8,10000001,565,2022-11-01T11:09:09Z
130000,2022-11-01,130000,130000,1,2,10000001,578,2022-11-01T11:09:09Z
560000,2022-11-01,560000,560000,1,1,10000001,586,2022-11-01T11:09:09Z
0.01,2022-11-01,0.01,0.01,3,3,10000001,596,2022-11-01T11:09:09Z
102300,2022-11-01,102300,102300,1,1,10000001,605,2022-11-01T11:09:09Z
0.01,2022-11-01,0.01,0.01,2,2,10000001,606,2022-11-01T11:09:09Z
15000000,2022-11-01,15000000,15000000,1,1,10000001,622,2022-11-01T11:09:09Z
8999000,2022-11-01,8999000,8999000,1,1,10000001,623,2022-11-01T11:09:09Z
7001000,2022-11-01,7001000,7001000,1,1,10000001,626,2022-11-01T11:09:09Z
2700000,2022-11-01,2700000,2700000,1,1,10000001,648,2022-11-01T11:09:09Z
3766666.67,2022-11-01,6700000,2300000,2,3,10000001,649,2022-11-01T11:09:09Z
3580,2022-11-01,3580,3580,1,1,10000001,653,2022-11-01T11:09:09Z
1450000,2022-11-01,1900000,1000000,2,2,10000001,655,2022-11-01T11:09:09Z
3000000,2022-11-01,3000000,3000000,1,1,10000001,656,2022-11-01T11:09:09Z
3400,2022-11-01,3400,3400,1,1,10000001,657,2022-11-01T11:09:09Z
5000000,2022-11-01,5000000,5000000,1,1,10000001,807,2022-11-01T11:09:09Z
17440000,2022-11-01,17440000,17440000,1,1,10000001,984,2022-11-01T11:09:09Z
0.01,2022-11-01,0.01,0.01,1,1,10000001,1182,2022-11-01T11:09:09Z
2.01,2022-11-01,2.01,2.01,1,1,10000001,1201,2022-11-01T11:09:09Z
8000,2022-11-01,8000,8000,1,1,10000001,1202,2022-11-01T11:09:09Z
19.02,2022-11-01,19.02,19.02,6,43939,10000001,1224,2022-11-01T11:09:09Z
0.54,2022-11-01,0.54,0.54,2,131587,10000001,1228,2022-11-01T11:09:09Z
0.15,2022-11-01,0.15,0.15,3,101814,10000001,1230,2022-11-01T11:09:09Z
960000,2022-11-01,960000,960000,2,2,10000001,1236,2022-11-01T11:09:09Z
15000,2022-11-01,15000,15000,1,2,10000001,1317,2022-11-01T11:09:09Z
1263571.43,2022-11-01,4735000,652000,7,14,10000001,1319,2022-11-01T11:09:09Z
0.02,2022-11-01,0.02,0.02,1,1,10000001,1355,2022-11-01T11:09:09Z
56050,2022-11-01,68250,53000,2,5,10000001,1403,2022-11-01T11:09:09Z
859266.67,2022-11-01,978000,799900,3,6,10000001,1405,2022-11-01T11:09:09Z
25.01,2022-11-01,50,0.02,2,200,10000001,1816,2022-11-01T11:09:09Z
1552000,2022-11-01,1552000,1552000,1,1,10000001,1855,2022-11-01T11:09:09Z
1000000,2022-11-01,1000000,1000000,1,5,10000001,1877,2022-11-01T11:09:09Z
70800,2022-11-01,106600,35000,2,2,10000001,1977,2022-11-01T11:09:09Z
1674000,2022-11-01,1674000,1674000,1,1,10000001,1978,2022-11-01T11:09:09Z
250000,2022-11-01,250000,250000,1,1,10000001,1987,2022-11-01T11:09:09Z
400000,2022-11-01,400000,400000,1,2,10000001,1999,2022-11-01T11:09:09Z
10950000,2022-11-01,12000000,9900000,2,2,10000001,2006,2022-11-01T11:09:09Z
1102000,2022-11-01,1102000,1102000,1,1,10000001,2032,2022-11-01T11:09:09Z
0.02,2022-11-01,0.02,0.02,1,1,10000001,2046,2022-11-01T11:09:09Z
650000,2022-11-01,650000,650000,1,1,10000001,2048,2022-11-01T11:09:09Z
70063.64,2022-11-01,76140,65000,2,11,10000001,2173,2022-11-01T11:09:09Z
55750,2022-11-01,55750,55750,2,9,10000001,2183,2022-11-01T11:09:09Z
189612.75,2022-11-01,216700,2.01,3,8,10000001,2193,2022-11-01T11:09:09Z
6622.4,2022-11-01,7200,4500,8,47,10000001,2203,2022-11-01T11:09:09Z
450000,2022-11-01,450000,450000,1,1,10000001,2205,2022-11-01T11:09:09Z
2126600,2022-11-01,3421000,175000,4,5,10000001,2281,2022-11-01T11:09:09Z
105200,2022-11-01,105200,105200,1,1,10000001,2301,2022-11-01T11:09:09Z
1343000,2022-11-01,1343000,1343000,1,1,10000001,2404,2022-11-01T11:09:09Z
2169333.33,2022-11-01,2284000,2112000,2,15,10000001,2436,2022-11-01T11:09:09Z
164272.91,2022-11-01,180700,2.01,2,11,10000001,2444,2022-11-01T11:09:09Z
5815.83,2022-11-01,9900,4999,2,12,10000001,2454,2022-11-01T11:09:09Z
12250,2022-11-01,17000,7500,2,4,10000001,2464,2022-11-01T11:09:09Z
651700,2022-11-01,651700,651700,1,4,10000001,2466,2022-11-01T11:09:09Z
10000,2022-11-01,10000,10000,1,2,10000001,2486,2022-11-01T11:09:09Z
383333.33,2022-11-01,500000,150000,5,30,10000001,2488,2022-11-01T11:09:09Z
0.03,2022-11-01,0.03,0.03,1,200,10000001,2516,2022-11-01T11:09:09Z
100000,2022-11-01,100000,100000,3,6,10000001,2524,2022-11-01T11:09:09Z
100000,2022-11-01,100000,100000,2,2,10000001,2534,2022-11-01T11:09:09Z
100000,2022-11-01,100000,100000,1,2,10000001,2551,2022-11-01T11:09:09Z
1599000,2022-11-01,1599000,1599000,1,1,10000001,2553,2022-11-01T11:09:09Z
0.02,2022-11-01,0.02,0.02,1,1,10000001,2571,2022-11-01T11:09:09Z
413350,2022-11-01,600000,40050,2,3,10000001,2605,2022-11-01T11:09:09Z
3790000,2022-11-01,3790000,3790000,1,1,10000001,3025,2022-11-01T11:09:09Z
2901000,2022-11-01,2901000,2901000,1,1,10000001,3244,2022-11-01T11:09:09Z
0.52,2022-11-01,0.52,0.52,1,1,10000001,3328,2022-11-01T11:09:09Z
25010,2022-11-01,25010,25010,1,1,10000001,3356,2022-11-01T11:09:09Z
1,2022-11-01,1,1,2,2,10000001,3452,2022-11-01T11:09:09Z
3383000,2022-11-01,3383000,3383000,1,2,10000001,3504,2022-11-01T11:09:09Z
1654800,2022-11-01,2187000,1300000,3,5,10000001,3530,2022-11-01T11:09:09Z
4380000,2022-11-01,4380000,4380000,1,1,10000001,3540,2022-11-01T11:09:09Z
560,2022-11-01,560,560,1,2,10000001,3651,2022-11-01T11:09:09Z
11530.87,2022-11-01,11533.24,11528.5,2,44,10000001,3713,2022-11-01T11:09:09Z
705,2022-11-01,705,705,1,1,10000001,3721,2022-11-01T11:09:09Z
30000,2022-11-01,48000,0.01,3,8,10000001,3829,2022-11-01T11:09:09Z
1086000,2022-11-01,1086000,1086000,1,1,10000001,3831,2022-11-01T11:09:09Z
400000,2022-11-01,400000,400000,3,4,10000001,3841,2022-11-01T11:09:09Z
788900,2022-11-01,788900,788900,1,1,10000001,3888,2022-11-01T11:09:09Z
10000.5,2022-11-01,20000,1,2,2,10000001,4025,2022-11-01T11:09:09Z
1,2022-11-01,1,1,1,2,10000001,4027,2022-11-01T11:09:09Z
16000,2022-11-01,16000,16000,1,12000,10000001,4247,2022-11-01T11:09:09Z
4291000,2022-11-01,4291000,4291000,1,1,10000001,4250,2022-11-01T11:09:09Z
2105000,2022-11-01,2105000,2105000,1,1,10000001,4260,2022-11-01T11:09:09Z
50000000,2022-11-01,50000000,50000000,1,1,10000001,4310,2022-11-01T11:09:09Z
17980,2022-11-01,17980,17980,3,8250,10000001,4312,2022-11-01T11:09:09Z
4951000,2022-11-01,4951000,4951000,1,1,10000001,4383,2022-11-01T11:09:09Z
6759000,2022-11-01,6759000,6759000,1,1,10000001,4397,2022-11-01T11:09:09Z
2129000,2022-11-01,2129000,2129000,1,1,10000001,4403,2022-11-01T11:09:09Z
1393000,2022-11-01,1393000,1393000,2,4,10000001,4405,2022-11-01T11:09:09Z
0.01,2022-11-01,0.01,0.01,2,2,10000001,4435,2022-11-01T11:09:09Z
0.02,2022-11-01,0.02,0.02,1,1,10000001,4477,2022-11-01T11:09:09Z
0.01,2022-11-01,0.01,0.01,1,1,10000001,4529,2022-11-01T11:09:09Z
0.01,2022-11-01,0.01,0.01,1,1,10000001,4787,2022-11-01T11:09:09Z
86025,2022-11-01,114700,0.01,4,4,10000001,4871,2022-11-01T11:09:09Z
0.01,2022-11-01,0.01,0.01,2,2,10000001,5051,2022-11-01T11:09:09Z
0.01,2022-11-01,0.01,0.01,1,1,10000001,5091,2022-11-01T11:09:09Z
1,2022-11-01,1,1,1,1,10000001,5175,2022-11-01T11:09:09Z
0.01,2022-11-01,0.01,0.01,1,1,10000001,5177,2022-11-01T11:09:09Z
0.01,2022-11-01,0.01,0.01,2,2,10000001,5217,2022-11-01T11:09:09Z
1,2022-11-01,1,1,1,1,10000001,5219,2022-11-01T11:09:09Z
8965,2022-11-01,8965,8965,2,2,10000001,5339,2022-11-01T11:09:09Z
1,2022-11-01,1,1,1,1,10000001,5405,2022-11-01T11:09:09Z
1,2022-11-01,1,1,2,3,10000001,5439,2022-11-01T11:09:09Z
40000,2022-11-01,40000,40000,1,1,10000001,5533,2022-11-01T11:09:09Z
0.01,2022-11-01,0.01,0.01,1,1,10000001,5683,2022-11-01T11:09:09Z
0.01,2022-11-01,0.01,0.01,1,1,10000001,5755,2022-11-01T11:09:09Z
150000,2022-11-01,150000,150000,1,1,10000001,5839,2022-11-01T11:09:09Z
112725,2022-11-01,150300,0.01,2,4,10000001,5849,2022-11-01T11:09:09Z
0.01,2022-11-01,0.01,0.01,1,2,10000001,5955,2022-11-01T11:09:09Z
0.01,2022-11-01,0.01,0.01,1,1,10000001,5971,2022-11-01T11:09:09Z
336666.67,2022-11-01,990000,10000,3,3,10000001,5973,2022-11-01T11:09:09Z
0.01,2022-11-01,0.01,0.01,1,1,10000001,5975,2022-11-01T11:09:09Z
50550.01,2022-11-01,101100,0.01,4,4,10000001,6001,2022-11-01T11:09:09Z
0.01,2022-11-01,0.01,0.01,1,1,10000001,6003,2022-11-01T11:09:09Z
35000,2022-11-01,35000,35000,3,3,10000001,6005,2022-11-01T11:09:09Z
0.01,2022-11-01,0.01,0.01,2,2,10000001,6131,2022-11-01T11:09:09Z
0.01,2022-11-01,0.01,0.01,1,1,10000001,6160,2022-11-01T11:09:09Z
119800,2022-11-01,119800,119800,1,1,10000001,6437,2022-11-01T11:09:09Z
0.01,2022-11-01,0.01,0.01,2,2,10000001,6485,2022-11-01T11:09:09Z
0.01,2022-11-01,0.01,0.01,2,2,10000001,6527,2022-11-01T11:09:09Z
0.01,2022-11-01,0.01,0.01,1,1,10000001,6569,2022-11-01T11:09:09Z
1.01,2022-11-01,1.01,1,2,2,10000001,6631,2022-11-01T11:09:09Z
1,2022-11-01,1,1,1,1,10000001,6633,2022-11-01T11:09:09Z
1,2022-11-01,1,1,2,2,10000001,6637,2022-11-01T11:09:09Z
1.01,2022-11-01,1.01,1.01,1,1,10000001,6673,2022-11-01T11:09:09Z
1.01,2022-11-01,1.01,1.01,1,1,10000001,6757,2022-11-01T11:09:09Z
1.01,2022-11-01,1.01,1.01,1,1,10000001,6763,2022-11-01T11:09:09Z
1.01,2022-11-01,1.01,1.01,1,1,10000001,6921,2022-11-01T11:09:09Z
1.01,2022-11-01,1.01,1.01,1,1,10000001,6925,2022-11-01T11:09:09Z
0.01,2022-11-01,0.01,0.01,1,6,10000001,7367,2022-11-01T11:09:09Z
3215750,2022-11-01,3504000,2351000,2,4,10000001,8105,2022-11-01T11:09:09Z
0.01,2022-11-01,0.01,0.01,1,1,10000001,8175,2022-11-01T11:09:09Z
0.01,2022-11-01,0.01,0.01,1,1,10000001,8177,2022-11-01T11:09:09Z
250.5,2022-11-01,500,1,2,2,10000001,8225,2022-11-01T11:09:09Z
0.01,2022-11-01,0.01,0.01,1,1,10000001,8419,2022-11-01T11:09:09Z
4899000,2022-11-01,4899000,4899000,1,2,10000001,8517,2022-11-01T11:09:09Z
8000,2022-11-01,8000,8000,2,2,10000001,8529,2022-11-01T11:09:09Z
100,2022-11-01,100,100,1,1,10000001,8531,2022-11-01T11:09:09Z
0.01,2022-11-01,0.01,0.01,2,3,10000001,8535,2022-11-01T11:09:09Z
0.01,2022-11-01,0.01,0.01,1,1,10000001,8583,2022-11-01T11:09:09Z
56110,2022-11-01,56110,56110,1,3,10000001,8641,2022-11-01T11:09:09Z
120000,2022-11-01,120000,120000,1,1,10000001,8787,2022-11-01T11:09:09Z
0.01,2022-11-01,0.01,0.01,2,2,10000001,9329,2022-11-01T11:09:09Z
74990,2022-11-01,74990,74990,1,6,10000001,9457,2022-11-01T11:09:09Z
590100,2022-11-01,590100,590100,1,1,10000001,9632,2022-11-01T11:09:09Z
1,2022-11-01,1,1,2,2,10000001,9762,2022-11-01T11:09:09Z
0.01,2022-11-01,0.01,0.01,1,1,10000001,9800,2022-11-01T11:09:09Z
0.01,2022-11-01,0.01,0.01,1,1,10000001,9808,2022-11-01T11:09:09Z
212.62,2022-11-01,385.88,100,8,20,10000001,9826,2022-11-01T11:09:09Z
12000,2022-11-01,12000,12000,1,2000,10000001,9832,2022-11-01T11:09:09Z
7500,2022-11-01,7500,7500,1,2000,10000001,9836,2022-11-01T11:09:09Z
557600,2022-11-01,1379000,10000,2,5,10000001,10190,2022-11-01T11:09:09Z
31900000,2022-11-01,31900000,31900000,1,1,10000001,10208,2022-11-01T11:09:09Z
31900000,2022-11-01,31900000,31900000,2,2,10000001,10212,2022-11-01T11:09:09Z
31800000,2022-11-01,31800000,31800000,2,2,10000001,10216,2022-11-01T11:09:09Z
31900000,2022-11-01,31900000,31900000,1,1,10000001,10221,2022-11-01T11:09:09Z
31900000,2022-11-01,31900000,31900000,1,1,10000001,10225,2022-11-01T11:09:09Z
23010,2022-11-01,23010,23010,1,4,10000001,10246,2022-11-01T11:09:09Z
1600000,2022-11-01,1600000,1600000,1,2,10000001,10250,2022-11-01T11:09:09Z
80000,2022-11-01,80000,80000,1,1,10000001,10872,2022-11-01T11:09:09Z
82000,2022-11-01,82000,82000,1,1,10000001,10998,2022-11-01T11:09:09Z
18355,2022-11-01,31710,5000,4,4,10000001,11129,2022-11-01T11:09:09Z
29000,2022-11-01,29000,29000,2,2,10000001,11132,2022-11-01T11:09:09Z
50000,2022-11-01,50000,50000,1,1,10000001,11133,2022-11-01T11:09:09Z
51500,2022-11-01,100000,49000,11,11,10000001,11134,2022-11-01T11:09:09Z
50000,2022-11-01,50000,50000,1,1,10000001,11135,2022-11-01T11:09:09Z
8000000,2022-11-01,8000000,8000000,1,1,10000001,11172,2022-11-01T11:09:09Z
9000000,2022-11-01,9000000,9000000,1,1,10000001,11202,2022-11-01T11:09:09Z
1429000,2022-11-01,1429000,1429000,1,1,10000001,11269,2022-11-01T11:09:09Z
3750000,2022-11-01,3750000,3750000,1,1,10000001,11288,2022-11-01T11:09:09Z
500,2022-11-01,500,500,1,2,10000001,11309,2022-11-01T11:09:09Z
500,2022-11-01,500,500,1,1,10000001,11317,2022-11-01T11:09:09Z
500,2022-11-01,500,500,2,2,10000001,11341,2022-11-01T11:09:09Z
200,2022-11-01,200,200,1,1,10000001,11343,2022-11-01T11:09:09Z
0.01,2022-11-01,0.01,0.01,1,1,10000001,11351,2022-11-01T11:09:09Z
2498000,2022-11-01,2498000,2498000,1,1,10000001,11370,2022-11-01T11:09:09Z
18900000,2022-11-01,18900000,18900000,1,1,10000001,11400,2022-11-01T11:09:09Z
5161750,2022-11-01,6846000,4900000,4,4,10000001,11577,2022-11-01T11:09:09Z
5170000,2022-11-01,6000000,2000000,4,5,10000001,11578,2022-11-01T11:09:09Z
2531000,2022-11-01,2531000,2531000,1,1,10000001,11640,2022-11-01T11:09:09Z
2400000,2022-11-01,2400000,2400000,1,1,10000001,11642,2022-11-01T11:09:09Z
3387000,2022-11-01,3387000,3387000,1,1,10000001,11646,2022-11-01T11:09:09Z
2997000,2022-11-01,2997000,2997000,1,1,10000001,11648,2022-11-01T11:09:09Z
168900000,2022-11-01,188800000,149000000,2,2,10000001,12005,2022-11-01T11:09:09Z
6500000,2022-11-01,6500000,6500000,1,1,10000001,12034,2022-11-01T11:09:09Z
3392000,2022-11-01,3392000,3392000,1,1,10000001,12058,2022-11-01T11:09:09Z
885000,2022-11-01,885000,885000,1,2,10000001,12108,2022-11-01T11:09:09Z
600100,2022-11-01,600100,600100,1,1,10000001,12196,2022-11-01T11:09:09Z
350,2022-11-01,350,350,1,500,10000001,12767,2022-11-01T11:09:09Z
500,2022-11-01,500,500,1,1000,10000001,12779,2022-11-01T11:09:09Z
350,2022-11-01,350,350,1,3000,10000001,12787,2022-11-01T11:09:09Z
325,2022-11-01,325,325,1,1000,10000001,12791,2022-11-01T11:09:09Z
1990000,2022-11-01,1990000,1990000,1,2,10000001,13001,2022-11-01T11:09:09Z
95.98,2022-11-01,95.98,95.98,1,2500,10000001,13119,2022-11-01T11:09:09Z
0.01,2022-11-01,0.01,0.01,1,1,10000001,14013,2022-11-01T11:09:09Z
0.01,2022-11-01,0.01,0.01,1,1,10000001,14078,2022-11-01T11:09:09Z
500,2022-11-01,500,500,3,55,10000001,15331,2022-11-01T11:09:09Z
2000000,2022-11-01,2000000,2000000,1,14,10000001,16125,2022-11-01T11:09:09Z
32990000,2022-11-01,32990000,32990000,1,1,10000001,16227,2022-11-01T11:09:09Z
750000,2022-11-01,750000,750000,1,1,10000001,16238,2022-11-01T11:09:09Z
127000,2022-11-01,127000,127000,1,150,10000001,16262,2022-11-01T11:09:09Z
199,2022-11-01,199,199,8,64907,10000001,16272,2022-11-01T11:09:09Z
80,2022-11-01,120,80,12,6615,10000001,16273,2022-11-01T11:09:09Z
600,2022-11-01,600,600,1,50000,10000001,16274,2022-11-01T11:09:09Z
2700,2022-11-01,2700,2700,3,4700,10000001,16275,2022-11-01T11:09:09Z
0.01,2022-11-01,0.01,0.01,1,1,10000001,16321,2022-11-01T11:09:09Z
0.01,2022-11-01,0.01,0.01,2,2,10000001,16345,2022-11-01T11:09:09Z
0.01,2022-11-01,0.01,0.01,1,1,10000001,16359,2022-11-01T11:09:09Z
0.01,2022-11-01,0.01,0.01,1,1,10000001,16365,2022-11-01T11:09:09Z
0.01,2022-11-01,0.01,0.01,1,1,10000001,16373,2022-11-01T11:09:09Z
0.01,2022-11-01,0.01,0.01,1,1,10000001,16383,2022-11-01T11:09:09Z
370000,2022-11-01,440000,300000,2,2,10000001,16391,2022-11-01T11:09:09Z
0.01,2022-11-01,0.01,0.01,1,1,10000001,16423,2022-11-01T11:09:09Z
0.01,2022-11-01,0.01,0.01,1,1,10000001,16435,2022-11-01T11:09:09Z
625400,2022-11-01,625400,625400,1,3,10000001,16477,2022-11-01T11:09:09Z
1,2022-11-01,1,1,1,2,10000001,16487,2022-11-01T11:09:09Z
0.01,2022-11-01,0.01,0.01,2,2,10000001,16495,2022-11-01T11:09:09Z
28000000,2022-11-01,28000000,28000000,1,1,10000001,16591,2022-11-01T11:09:09Z
10,2022-11-01,10,10,1,128,10000001,16672,2022-11-01T11:09:09Z
600,2022-11-01,600,600,1,12,10000001,16680,2022-11-01T11:09:09Z
7500,2022-11-01,7500,7500,1,10,10000001,17366,2022-11-01T11:09:09Z
1,2022-11-01,1,1,2,139,10000001,17448,2022-11-01T11:09:09Z
3.02,2022-11-01,3.02,3.02,6,435,10000001,17452,2022-11-01T11:09:09Z
0.01,2022-11-01,0.01,0.01,5,326,10000001,17453,2022-11-01T11:09:09Z
18.28,2022-11-01,18.28,18.28,3,24996,10000001,17459,2022-11-01T11:09:09Z
16.5,2022-11-01,16.5,16.5,6,139650,10000001,17460,2022-11-01T11:09:09Z
8.74,2022-11-01,8.74,8.74,4,289514,10000001,17463,2022-11-01T11:09:09Z
0.1,2022-11-01,0.1,0.1,2,118660,10000001,17470,2022-11-01T11:09:09Z
45425000,2022-11-01,49850000,41000000,2,2,10000001,17478,2022-11-01T11:09:09Z
42000000,2022-11-01,42000000,42000000,1,1,10000001,17480,2022-11-01T11:09:09Z
2900000,2022-11-01,2900000,2900000,1,2,10000001,17482,2022-11-01T11:09:09Z
229200000,2022-11-01,298400000,160000000,2,2,10000001,17715,2022-11-01T11:09:09Z
799,2022-11-01,799,799,1,100000,10000001,17887,2022-11-01T11:09:09Z
849.5,2022-11-01,1099,600,2,100000,10000001,17889,2022-11-01T11:09:09Z
200000,2022-11-01,200000,200000,1,31,10000001,17893,2022-11-01T11:09:09Z
6525000,2022-11-01,6525000,6525000,1,2,10000001,17912,2022-11-01T11:09:09Z
65285.72,2022-11-01,99000,0.01,6,7,10000001,17938,2022-11-01T11:09:09Z
5500000,2022-11-01,5500000,5500000,1,2,10000001,18068,2022-11-01T11:09:09Z
90000,2022-11-01,90000,90000,1,1,10000001,18639,2022-11-01T11:09:09Z
11000,2022-11-01,11000,11000,3,41,10000001,19400,2022-11-01T11:09:09Z
20000,2022-11-01,20000,20000,1,1,10000001,19401,2022-11-01T11:09:09Z
40000,2022-11-01,40000,40000,1,3,10000001,19402,2022-11-01T11:09:09Z
60000,2022-11-01,60000,60000,1,3,10000001,19403,2022-11-01T11:09:09Z
180000,2022-11-01,180000,180000,38,178,10000001,19404,2022-11-01T11:09:09Z
360000,2022-11-01,360000,360000,69,591,10000001,19405,2022-11-01T11:09:09Z
600000,2022-11-01,600000,600000,69,733,10000001,19406,2022-11-01T11:09:09Z
1200000,2022-11-01,1200000,1200000,71,629,10000001,19407,2022-11-01T11:09:09Z
2100000,2022-11-01,2100000,2100000,48,184,10000001,19408,2022-11-01T11:09:09Z
6300000,2022-11-01,6300000,6300000,32,93,10000001,19409,2022-11-01T11:09:09Z
9900000,2022-11-01,9900000,9900000,29,83,10000001,19410,2022-11-01T11:09:09Z
13200000,2022-11-01,13200000,13199999.93,32,81,10000001,19411,2022-11-01T11:09:09Z
17160000,2022-11-01,17160000,17160000,19,46,10000001,19412,2022-11-01T11:09:09Z
21840000,2022-11-01,21840000,21840000,20,43,10000001,19413,2022-11-01T11:09:09Z
29120000,2022-11-01,29120000,29120000,15,25,10000001,19414,2022-11-01T11:09:09Z
35700000,2022-11-01,35700000,35700000,8,12,10000001,19415,2022-11-01T11:09:09Z
43200000,2022-11-01,43200000,43200000,9,12,10000001,19416,2022-11-01T11:09:09Z
51680000,2022-11-01,51680000,51680000,4,6,10000001,19417,2022-11-01T11:09:09Z
61200000,2022-11-01,61200000,61200000,2,2,10000001,19418,2022-11-01T11:09:09Z
133812333.33,2022-11-01,133837000,133800000,2,3,10000001,19421,2022-11-01T11:09:09Z
3360000,2022-11-01,3360000,3360000,42,150,10000001,19422,2022-11-01T11:09:09Z
2900000000,2022-11-01,2900000000,2900000000,1,1,10000001,19724,2022-11-01T11:09:09Z
3487000,2022-11-01,3487000,3487000,1,5,10000001,19739,2022-11-01T11:09:09Z
1125000,2022-11-01,1125000,1125000,1,1,10000001,19806,2022-11-01T11:09:09Z
3012,2022-11-01,3012,3012,1,7,10000001,20424,2022-11-01T11:09:09Z
40000000,2022-11-01,40000000,40000000,1,1,10000001,20703,2022-11-01T11:09:09Z
1000000,2022-11-01,1000000,1000000,1,5,10000001,21638,2022-11-01T11:09:09Z
0.01,2022-11-01,0.01,0.01,2,2,10000001,21857,2022-11-01T11:09:09Z
14.01,2022-11-01,14.01,14.01,2,1700,10000001,21896,2022-11-01T11:09:09Z
12.52,2022-11-01,12.52,12.52,1,1200,10000001,21904,2022-11-01T11:09:09Z
4.61,2022-11-01,4.61,4.61,1,1111,10000001,21906,2022-11-01T11:09:09Z
12.01,2022-11-01,12.01,12.01,1,1200,10000001,21912,2022-11-01T11:09:09Z
8.01,2022-11-01,8.01,8.01,2,1700,10000001,21922,2022-11-01T11:09:09Z
541,2022-11-01,541,541,2,900,10000001,21924,2022-11-01T11:09:09Z
8.01,2022-11-01,8.01,8.01,1,1200,10000001,21928,2022-11-01T11:09:09Z
68500,2022-11-01,72000,65000,2,2,10000001,22175,2022-11-01T11:09:09Z
80920,2022-11-01,82000,79840,2,2,10000001,22177,2022-11-01T11:09:09Z
30000000,2022-11-01,30000000,30000000,1,1,10000001,22456,2022-11-01T11:09:09Z
315000,2022-11-01,460000,25000,3,3,10000001,22542,2022-11-01T11:09:09Z
40.18,2022-11-01,40.18,40.18,1,1760,10000001,22977,2022-11-01T11:09:09Z
11.42,2022-11-01,11.42,11.42,1,1760,10000001,23039,2022-11-01T11:09:09Z
5000000,2022-11-01,5000000,5000000,1,27,10000001,23061,2022-11-01T11:09:09Z
