is_buy_order,price,system_id,type_id,volume_remain
False,10.99,30002053,1816,250000
False,183.0,30002053,24497,297700
False,14480000.0,30002053,11446,1
False,230400000.0,30002053,17720,5
False,24020000.0,30002053,15780,1
False,32900000.0,30002053,18969,1
False,2000000.0,30002053,35090,4
False,6889000.0,30002053,31292,33
False,3000000.0,30002053,30651,32
False,6783000.0,30002053,17912,1
False,31980.0,30002053,6569,2
False,254500000.0,30002053,18690,1
False,79680.0,30002053,12709,16
False,3392000.0,30002053,28680,132
False,188900000.0,30002053,26424,1
False,7778000.0,30002053,17553,3
False,383000.0,30002053,11488,93
False,3545000.0,30002053,31183,2
False,119900.0,30002053,9247,39
False,2334000.0,30002053,14019,2
False,44000.0,30002053,48927,25
False,1000000.0,30002053,42528,1
False,1000000.0,30002053,42528,1
False,664000000.0,30002053,16213,1
False,18560.0,30002053,4246,1000
False,169100000.0,30002053,33844,1
False,227800000.0,30002053,17720,1
False,48020000.0,30002053,14152,2
False,40000000.0,30002053,2985,8
False,9982000.0,30002053,19269,2
False,339900.0,30002053,9213,13
False,39990000.0,30002053,42882,2
False,2300000.0,30002053,12537,1
False,106600000.0,30002053,47360,1
False,60930000.0,30002053,14108,1
False,6778000.0,30002053,14037,1
False,35000.0,30002053,672,33
False,2234000.0,30002053,3082,9
False,646600.0,30002053,19209,1
False,372000000.0,30002053,34489,2
False,159400000.0,30002053,11957,1
False,178900000.0,30002053,54827,1
False,12850000.0,30002053,15923,1
False,39990000.0,30002053,42881,4
False,90150000.0,30002053,19181,1
False,100000.0,30002053,4025,1
False,57900.0,30002053,261,1
False,163300.0,30002053,16313,1
False,348200.0,30002053,35658,4
False,209.8,30002053,12631,180384
False,72000000.0,30002053,28656,1
False,10000000.0,30002053,56066,39
False,20000000.0,30002053,35941,1
False,78000000.0,30002053,19289,1
False,4889000.0,30002053,55619,1
False,346000.0,30002053,5973,6
False,378000.0,30002053,5599,2
False,9500000.0,30002053,34412,1
False,159700.0,30002053,12563,198
False,60000.0,30002053,6965,5
False,9700.0,30002053,23715,53
False,113900000.0,30002053,17924,2
False,32000000.0,30002053,19288,2
False,6000000.0,30002053,2567,2
False,600000.0,30002053,1201,5
False,39180000.0,30002053,49710,1
False,8850.0,30002053,561,9
False,5000000.0,30002053,18833,1
False,15000000.0,30002053,37532,2
False,35000000.0,30002053,19135,4
False,21980000.0,30002053,27176,1
False,119900.0,30002053,5533,16
False,9889000.0,30002053,55612,2
False,43970000.0,30002053,46851,1
False,11520000.0,30002053,31700,4
False,3198.0,30002053,27339,9169
False,8500000.0,30002053,34414,2
False,1919.0,30002053,17666,12499
False,1206000.0,30002053,10694,16
False,14130000.0,30002053,31736,1
False,8000.0,30002053,33330,198
False,6500000.0,30002053,11574,8
False,107200000.0,30002053,47360,1
False,4600000.0,30002053,16278,9
False,2171000.0,30002053,2921,12
False,799800.0,30002053,2456,267
False,219900000.0,30002053,19549,1
False,158400000.0,30002053,11957,1
False,11.3,30002053,211,164
False,3692000.0,30002053,31894,4
False,2900000.0,30002053,25916,8
False,32010000.0,30002053,27108,3
False,8889000.0,30002053,55333,1
False,8999000.0,30002053,47447,5
False,200600000.0,30002053,18708,1
False,40000000.0,30002053,37820,5
False,637900000.0,30002053,20371,1
False,2500000.0,30002053,3315,16
False,1500000.0,30002053,2175,14
False,17750000.0,30002053,45775,1
False,179900000.0,30002053,19293,1
False,3900.0,30002053,15587,2
False,50000.0,30002053,6073,5
False,127900000.0,30002053,15893,1
False,700.0,30002053,17889,350000
False,188.8,30002053,12773,52626
False,24980.0,30002053,6325,690
False,115000000.0,30002053,48115,1
False,189900.0,30002053,3576,6
False,30010.0,30002053,15611,1
False,2000000.0,30002053,71736,3
False,30000000.0,30002053,60338,249
False,437700.0,30002053,11317,15
False,54000000.0,30002053,18953,2
False,50480000.0,30002053,45607,1
False,23900.0,30002053,2537,5
False,59980.0,30002053,9660,4
False,60970.0,30002053,8113,8
False,900000.0,30002053,23115,1
False,545000000.0,30002053,53709,1
False,16010000.0,30002053,55581,2
False,3499000.0,30002053,18797,1
False,600000.0,30002053,32819,970
False,749500000.0,30002053,3143,1
False,48860000.0,30002053,17499,1
False,139900000.0,30002053,18706,1
False,750.0,30002053,17888,387499
False,40000000.0,30002053,15729,5
False,1335000.0,30002053,3530,13
False,18000000.0,30002053,22907,9
False,80000.0,30002053,2351,1917
False,384300000.0,30002053,4349,1
False,69880000.0,30002053,19265,1
False,49290000.0,30002053,3756,1
False,63790000.0,30002053,14068,1
False,119000000.0,30002053,47353,1
False,9997000.0,30002053,55301,2
False,90400.0,30002053,8537,1
False,3150.0,30002053,27345,13636
False,7500000.0,30002053,5955,3
False,1200000.0,30002053,23111,2
False,20000.0,30002053,8115,1
False,1282000.0,30002053,3033,4
False,599900000.0,30002053,21480,1
False,333400000.0,30002053,19193,1
False,237100000.0,30002053,47353,1
False,24900.0,30002053,564,3
False,2350000.0,30002053,28676,28
