is_buy_order,price,system_id,type_id,volume_remain
False,99870000.0,30002187,42596,1
False,5650000.0,30002187,649,1
False,1500000.0,30002187,8263,3
False,1400000.0,30002187,55598,1
False,41940000.0,30002187,34684,1
False,30000.0,30002187,52313,283
False,630000000.0,30002187,17726,2
False,116800000.0,30002187,33923,1
False,1332.0,30002187,38,344
False,92400000.0,30002187,15810,1
False,84980.0,30002187,6961,4
False,999900.0,30002187,22291,14
False,30000000.0,30002187,32055,1
False,40750000.0,30002187,33700,8
False,21310000.0,30002187,13246,1
False,135500000.0,30002187,14262,1
False,8999.0,30002187,25618,668
False,220000.0,30002187,28438,116
False,59370000.0,30002187,45604,1
False,32350000.0,30002187,26368,3
False,49890.0,30002187,1264,25
False,12480000.0,30002187,52287,2
False,34000000.0,30002187,37532,2
False,29000000.0,30002187,28758,3
False,167.0,30002187,16671,99575
False,56800000.0,30002187,19057,1
False,897900.0,30002187,6921,2
False,16300000.0,30002187,11178,3
False,1190000.0,30002187,7167,2
False,12.0,30002187,1816,100
False,30000.0,30002187,52310,128
False,643700.0,30002187,3831,50
False,2094000.0,30002187,59178,2
False,310400.0,30002187,1276,5
False,100000000.0,30002187,19420,1
False,449800.0,30002187,23093,50
False,30.0,30002187,62524,1333410
False,5500000.0,30002187,34496,1
False,18980.0,30002187,5745,1
False,583900000.0,30002187,33549,1
False,999000.0,30002187,15661,14
False,152700000.0,30002187,33848,2
False,200000000.0,30002187,55639,1
False,2000.0,30002187,73408,200
False,1900000.0,30002187,18764,71
False,862700.0,30002187,10631,427
False,1890.0,30002187,27453,422371
False,111100.0,30002187,63195,1750
False,8112000.0,30002187,31772,1
False,20.0,30002187,1814,100
False,199900000.0,30002187,34647,1
False,239400000.0,30002187,19019,1
False,18420.0,30002187,4051,36511
False,450000.0,30002187,60300,400
False,1795000.0,30002187,570,587
False,13880000.0,30002187,31616,4
False,38000.0,30002187,16651,12900
False,3355.0,30002187,27339,540
False,7098000.0,30002187,3202,5
False,199900000.0,30002187,73455,1
False,1126000.0,30002187,40584,1
False,219600000.0,30002187,18789,1
False,22970000.0,30002187,13263,1
False,119800000.0,30002187,4294,1
False,1501000.0,30002187,30746,211
False,81050.0,30002187,30311,2900
False,976500.0,30002187,3841,72
False,42800.0,30002187,47900,1
False,90000.0,30002187,6633,1
False,200100.0,30002187,30744,12
False,5000000.0,30002187,14057,2
False,159300000.0,30002187,26302,16
False,500000000.0,30002187,73455,1
False,400000.0,30002187,8263,4
False,4693000.0,30002187,25812,213
False,23770000.0,30002187,13250,2
False,11000000.0,30002187,57164,6
False,15530000000.0,30002187,28850,1
False,95000.0,30002187,11301,20
False,1997000.0,30002187,10884,1
False,39.9,30002187,269,100
False,4998000.0,30002187,19217,1
False,948900000.0,30002187,40520,9
False,89.0,30002187,207,133085
False,39970.0,30002187,27399,500
False,94980000.0,30002187,14172,1
False,30270.0,30002187,10688,2
False,49800000.0,30002187,57443,1
False,245000.0,30002187,55640,1
False,2000000.0,30002187,56733,10
False,38200000.0,30002187,45610,4
False,60000000.0,30002187,18670,1
False,15000000.0,30002187,30628,6
False,166900000.0,30002187,27116,1
False,4.99,30002187,2308,222129
False,449900.0,30002187,60300,36
False,2299000.0,30002187,26931,18
